"","X","City","Year","Sport","Discipline","Event","Athlete","Gender","Country_Code","Country","Event_gender","Medal"
"12427",12544,"Athens",2004,"Gymnastics","Artistic G.","team competition","HAMM, Paul","Men","USA","United States","M","Silver"
"12428",12545,"Athens",2004,"Gymnastics","Artistic G.","team competition","STROESCU, Silvia","Women","ROU","Romania","W","Gold"
"12429",12546,"Athens",2004,"Gymnastics","Artistic G.","individual all-round","KIM, Dae Eun","Men","KOR","Korea, South","M","Silver"
"12430",12547,"Athens",2004,"Gymnastics","Artistic G.","uneven bars","HUMPHREY, Terin","Women","USA","United States","W","Silver"
"12431",12548,"Athens",2004,"Gymnastics","Artistic G.","team competition","HUMPHREY, Terin","Women","USA","United States","W","Silver"
"12432",12549,"Athens",2004,"Gymnastics","Artistic G.","parallel bars","TOMITA, Hiroyuki","Men","JPN","Japan","M","Silver"
"12433",12550,"Athens",2004,"Gymnastics","Artistic G.","uneven bars","KUPETS, Courtney","Women","USA","United States","W","Bronze"
"12434",12551,"Athens",2004,"Gymnastics","Artistic G.","individual all-round","HAMM, Paul","Men","USA","United States","M","Gold"
"12435",12552,"Athens",2004,"Gymnastics","Artistic G.","team competition","ZIGANCHINA, Natalia","Women","RUS","Russia","W","Bronze"
"12436",12553,"Athens",2004,"Gymnastics","Artistic G.","rings","IOVTCHEV, Iordan","Men","BUL","Bulgaria","M","Silver"
"12437",12554,"Athens",2004,"Gymnastics","Artistic G.","team competition","PONOR, Catalina","Women","ROU","Romania","W","Gold"
"12438",12555,"Athens",2004,"Gymnastics","Artistic G.","vault","SAPRONENKO, Evgeni","Men","LAT","Latvia","M","Silver"
"12439",12556,"Athens",2004,"Gymnastics","Artistic G.","team competition","YONEDA, Isao","Men","JPN","Japan","M","Gold"
"12440",12557,"Athens",2004,"Gymnastics","Artistic G.","team competition","BHARDWAJ, Mohini","Women","USA","United States","W","Silver"
"12441",12558,"Athens",2004,"Gymnastics","Artistic G.","balance beam","PATTERSON, Carly","Women","USA","United States","W","Silver"
"12442",12559,"Athens",2004,"Gymnastics","Artistic G.","uneven bars","LEPENNEC, Emilie","Women","FRA","France","W","Gold"
"12443",12560,"Athens",2004,"Gymnastics","Artistic G.","team competition","PAVLOVA, Anna","Women","RUS","Russia","W","Bronze"
"12444",12561,"Athens",2004,"Gymnastics","Artistic G.","floor exercises","IOVTCHEV, Iordan","Men","BUL","Bulgaria","M","Bronze"
"12445",12562,"Athens",2004,"Gymnastics","Artistic G.","individual all-round","PATTERSON, Carly","Women","USA","United States","W","Gold"
"12446",12563,"Athens",2004,"Gymnastics","Artistic G.","team competition","BAN, Oana","Women","ROU","Romania","W","Gold"
"12447",12564,"Athens",2004,"Gymnastics","Artistic G.","team competition","TOMITA, Hiroyuki","Men","JPN","Japan","M","Gold"
"12448",12565,"Athens",2004,"Gymnastics","Artistic G.","floor exercises","SHEWFELT, Kyle","Men","CAN","Canada","M","Gold"
"12449",12566,"Athens",2004,"Gymnastics","Artistic G.","team competition","KASHIMA, Takehiro","Men","JPN","Japan","M","Gold"
"12450",12567,"Athens",2004,"Gymnastics","Artistic G.","horizontal bar","YONEDA, Isao","Men","JPN","Japan","M","Bronze"
"12451",12568,"Athens",2004,"Gymnastics","Artistic G.","individual all-round","YANG, Tae Young","Men","KOR","Korea, South","M","Bronze"
"12452",12569,"Athens",2004,"Gymnastics","Artistic G.","pommel horse","URZICA, Marius Daniel","Men","ROU","Romania","M","Silver"
"12453",12570,"Athens",2004,"Gymnastics","Artistic G.","team competition","MCCLURE, Brett","Men","USA","United States","M","Silver"
"12454",12571,"Athens",2004,"Gymnastics","Artistic G.","team competition","MCCOOL, Courtney","Women","USA","United States","W","Silver"
"12455",12572,"Athens",2004,"Gymnastics","Artistic G.","team competition","SELARIU, Razvan Dorin","Men","ROU","Romania","M","Bronze"
"12456",12573,"Athens",2004,"Gymnastics","Artistic G.","team competition","DRAGULESCU, Marian","Men","ROU","Romania","M","Bronze"
"12457",12574,"Athens",2004,"Gymnastics","Artistic G.","team competition","TSUKAHARA, Naoya","Men","JPN","Japan","M","Gold"
"12458",12575,"Athens",2004,"Gymnastics","Artistic G.","team competition","HAMM, Morgan","Men","USA","United States","M","Silver"
"12459",12576,"Athens",2004,"Gymnastics","Artistic G.","team competition","EREMIA, Alexandra Georgiana","Women","ROU","Romania","W","Gold"
"12460",12577,"Athens",2004,"Gymnastics","Artistic G.","team competition","SUCIU, Ioan Silviu","Men","ROU","Romania","M","Bronze"
"12461",12578,"Athens",2004,"Gymnastics","Artistic G.","parallel bars","GONCHAROV, Valeri","Men","UKR","Ukraine","M","Gold"
"12462",12579,"Athens",2004,"Gymnastics","Artistic G.","vault","ROSU, Monica","Women","ROU","Romania","W","Gold"
"12463",12580,"Athens",2004,"Gymnastics","Rhythmic G.","group competition","MURZINA, Elena","Women","RUS","Russia","W","Gold"
"12464",12581,"Athens",2004,"Gymnastics","Rhythmic G.","group competition","FALCA, Marinella","Women","ITA","Italy","W","Silver"
"12465",12582,"Athens",2004,"Gymnastics","Rhythmic G.","individual all-round","TCHACHINA, Irina","Women","RUS","Russia","W","Silver"
"12466",12583,"Athens",2004,"Gymnastics","Rhythmic G.","group competition","SANTONI, Elisa","Women","ITA","Italy","W","Silver"
"12467",12584,"Athens",2004,"Gymnastics","Rhythmic G.","group competition","ILIEVA, Zhaneta","Women","BUL","Bulgaria","W","Bronze"
"12468",12585,"Athens",2004,"Gymnastics","Rhythmic G.","group competition","BELUGUINA, Olesia","Women","RUS","Russia","W","Gold"
"12469",12586,"Athens",2004,"Gymnastics","Rhythmic G.","group competition","POSEVINA, Elena","Women","RUS","Russia","W","Gold"
"12470",12587,"Athens",2004,"Gymnastics","Rhythmic G.","group competition","MASSERONI, Daniela","Women","ITA","Italy","W","Silver"
"12471",12588,"Athens",2004,"Gymnastics","Rhythmic G.","individual all-round","KABAEVA, Alina","Women","RUS","Russia","W","Gold"
"12472",12589,"Athens",2004,"Gymnastics","Rhythmic G.","group competition","D'OTTAVIO, Fabrizia","Women","ITA","Italy","W","Silver"
"12473",12590,"Athens",2004,"Gymnastics","Rhythmic G.","group competition","LAVROVA, Natalia","Women","RUS","Russia","W","Gold"
"12474",12591,"Athens",2004,"Gymnastics","Rhythmic G.","group competition","GLATSKIKH, Olga","Women","RUS","Russia","W","Gold"
"12475",12592,"Athens",2004,"Gymnastics","Rhythmic G.","group competition","KURBAKOVA, Tatiana","Women","RUS","Russia","W","Gold"
"12476",12593,"Athens",2004,"Gymnastics","Rhythmic G.","group competition","MARINOVA, Zornitsa","Women","BUL","Bulgaria","W","Bronze"
"12477",12594,"Athens",2004,"Gymnastics","Rhythmic G.","group competition","RANGUELOVA, Kristina","Women","BUL","Bulgaria","W","Bronze"
"12478",12595,"Athens",2004,"Gymnastics","Rhythmic G.","group competition","KEZHOVA, Eleonora","Women","BUL","Bulgaria","W","Bronze"
"12479",12596,"Athens",2004,"Gymnastics","Rhythmic G.","group competition","TANCHEVA, Vladislava","Women","BUL","Bulgaria","W","Bronze"
"12480",12597,"Athens",2004,"Gymnastics","Rhythmic G.","individual all-round","BESSONOVA, Anna","Women","UKR","Ukraine","W","Bronze"
"12481",12598,"Athens",2004,"Gymnastics","Rhythmic G.","group competition","VERNIZZI, Laura","Women","ITA","Italy","W","Silver"
"12482",12599,"Athens",2004,"Gymnastics","Rhythmic G.","group competition","BLANCHI, Elisa","Women","ITA","Italy","W","Silver"
"12483",12600,"Athens",2004,"Gymnastics","Rhythmic G.","group competition","TANCHEVA, Galina","Women","BUL","Bulgaria","W","Bronze"
"12484",12601,"Athens",2004,"Gymnastics","Trampoline","individual","MOSKALENKO, Alexander","Men","RUS","Russia","M","Silver"
"12485",12602,"Athens",2004,"Gymnastics","Trampoline","individual","DOGONADZE, Anna","Women","GER","Germany","W","Gold"
"12486",12603,"Athens",2004,"Gymnastics","Trampoline","individual","STEHLIK, Henrik","Men","GER","Germany","M","Bronze"
"12487",12604,"Athens",2004,"Gymnastics","Trampoline","individual","NIKITIN, Yuri","Men","UKR","Ukraine","M","Gold"
"12488",12605,"Athens",2004,"Gymnastics","Trampoline","individual","HUANG, Shanshan","Women","CHN","China","W","Bronze"
"12489",12606,"Athens",2004,"Gymnastics","Trampoline","individual","COCKBURN, Karen","Women","CAN","Canada","W","Silver"
"12490",12607,"Athens",2004,"Handball","Handball","handball","FRITZ, Henning","Men","GER","Germany","M","Silver"
"12491",12608,"Athens",2004,"Handball","Handball","handball","LYAPINA, Nataliya","Women","UKR","Ukraine","W","Bronze"
"12492",12609,"Athens",2004,"Handball","Handball","handball","NOERGAARD, Louise Bager","Women","DEN","Denmark","W","Gold"
"12493",12610,"Athens",2004,"Handball","Handball","handball","TOURAY, Josephine","Women","DEN","Denmark","W","Gold"
"12494",12611,"Athens",2004,"Handball","Handball","handball","KRETZSCHMAR, Stefan","Men","GER","Germany","M","Silver"
"12495",12612,"Athens",2004,"Handball","Handball","handball","KALEB, Niksa","Men","CRO","Croatia","M","Gold"
"12496",12613,"Athens",2004,"Handball","Handball","handball","LEE, Sang-Eun","Women","KOR","Korea, South","W","Silver"
"12497",12614,"Athens",2004,"Handball","Handball","handball","BORYSENKO, Nataliya","Women","UKR","Ukraine","W","Bronze"
"12498",12615,"Athens",2004,"Handball","Handball","handball","MOON, Kyeong Ha","Women","KOR","Korea, South","W","Silver"
"12499",12616,"Athens",2004,"Handball","Handball","handball","KIM, Hyun Ok","Women","KOR","Korea, South","W","Silver"
"12500",12617,"Athens",2004,"Handball","Handball","handball","TORGOVANOV, Dmitri","Men","RUS","Russia","M","Bronze"
"12501",12618,"Athens",2004,"Handball","Handball","handball","BASHKIN, Pavel","Men","RUS","Russia","M","Bronze"
"12502",12619,"Athens",2004,"Handball","Handball","handball","SKOV, Rikke","Women","DEN","Denmark","W","Gold"
"12503",12620,"Athens",2004,"Handball","Handball","handball","HUH, Soonyoung","Women","KOR","Korea, South","W","Silver"
"12504",12621,"Athens",2004,"Handball","Handball","handball","SIUKALO, Ganna","Women","UKR","Ukraine","W","Bronze"
"12505",12622,"Athens",2004,"Handball","Handball","handball","TUCHKIN, Alexandre","Men","RUS","Russia","M","Bronze"
"12506",12623,"Athens",2004,"Handball","Handball","handball","RAYHEL, Oxana","Women","UKR","Ukraine","W","Bronze"
"12507",12624,"Athens",2004,"Handball","Handball","handball","RADCHENKO, Olena","Women","UKR","Ukraine","W","Bronze"
"12508",12625,"Athens",2004,"Handball","Handball","handball","OH, Seongok","Women","KOR","Korea, South","W","Silver"
"12509",12626,"Athens",2004,"Handball","Handball","handball","LEE, Gong Joo","Women","KOR","Korea, South","W","Silver"
"12510",12627,"Athens",2004,"Handball","Handball","handball","KOKCHAROV, Eduard","Men","RUS","Russia","M","Bronze"
"12511",12628,"Athens",2004,"Handball","Handball","handball","HONCHAROVA, Iryna","Women","UKR","Ukraine","W","Bronze"
"12512",12629,"Athens",2004,"Handball","Handball","handball","SCHWARZER, Christian","Men","GER","Germany","M","Silver"
"12513",12630,"Athens",2004,"Handball","Handball","handball","SHEVCHENKO, Lyudmyla","Women","UKR","Ukraine","W","Bronze"
"12514",12631,"Athens",2004,"Handball","Handball","handball","WOO, Sun Hee","Women","KOR","Korea, South","W","Silver"
"12515",12632,"Athens",2004,"Handball","Handball","handball","SHINKARENKO, Tetyana","Women","UKR","Ukraine","W","Bronze"
"12516",12633,"Athens",2004,"Handball","Handball","handball","VORI, Igor","Men","CRO","Croatia","M","Gold"
"12517",12634,"Athens",2004,"Handball","Handball","handball","MARKUSHEVSKA, Galyna","Women","UKR","Ukraine","W","Bronze"
"12518",12635,"Athens",2004,"Handball","Handball","handball","KRIVOSHLYKOV, Denis","Men","RUS","Russia","M","Bronze"
"12519",12636,"Athens",2004,"Handball","Handball","handball","ZRNIC, Vedran","Men","CRO","Croatia","M","Gold"
"12520",12637,"Athens",2004,"Handball","Handball","handball","HENS, Pascal","Men","GER","Germany","M","Silver"
"12521",12638,"Athens",2004,"Handball","Handball","handball","IMMEL, Jan Olaf","Men","GER","Germany","M","Silver"
"12522",12639,"Athens",2004,"Handball","Handball","handball","CHOI, Im Jeong","Women","KOR","Korea, South","W","Silver"
"12523",12640,"Athens",2004,"Handball","Handball","handball","LACKOVIC, Blazenko","Men","CRO","Croatia","M","Gold"
"12524",12641,"Athens",2004,"Handball","Handball","handball","DRAGUNSKI, Mark","Men","GER","Germany","M","Silver"
"12525",12642,"Athens",2004,"Handball","Handball","handball","KIM, Cha Youn","Women","KOR","Korea, South","W","Silver"
"12526",12643,"Athens",2004,"Handball","Handball","handball","LAVROV, Andrey","Men","RUS","Russia","M","Bronze"
"12527",12644,"Athens",2004,"Handball","Handball","handball","VON BEHREN, Frank","Men","GER","Germany","M","Silver"
"12528",12645,"Athens",2004,"Handball","Handball","handball","IVANOV, Vitali","Men","RUS","Russia","M","Bronze"
"12529",12646,"Athens",2004,"Handball","Handball","handball","MYOUNG, Bok Hee","Women","KOR","Korea, South","W","Silver"
"12530",12647,"Athens",2004,"Handball","Handball","handball","BALIC, Ivano","Men","CRO","Croatia","M","Gold"
"12531",12648,"Athens",2004,"Handball","Handball","handball","JOERGENSEN, Rikke Hoerlykke","Women","DEN","Denmark","W","Gold"
"12532",12649,"Athens",2004,"Handball","Handball","handball","KIAERSKOU, Lotte","Women","DEN","Denmark","W","Gold"
"12533",12650,"Athens",2004,"Handball","Handball","handball","STEPHAN, Daniel","Men","GER","Germany","M","Silver"
"12534",12651,"Athens",2004,"Handball","Handball","handball","MATOSEVIC, Valter","Men","CRO","Croatia","M","Gold"
"12535",12652,"Athens",2004,"Handball","Handball","handball","DOMINIKOVIC, Davor","Men","CRO","Croatia","M","Gold"
"12536",12653,"Athens",2004,"Handball","Handball","handball","ZASPA, Larysa","Women","UKR","Ukraine","W","Bronze"
"12537",12654,"Athens",2004,"Handball","Handball","handball","VESTERGAARD LARSEN, Mette","Women","DEN","Denmark","W","Gold"
"12538",12655,"Athens",2004,"Handball","Handball","handball","VERGELYUK, Maryna","Women","UKR","Ukraine","W","Bronze"
"12539",12656,"Athens",2004,"Handball","Handball","handball","JENSEN, Trine","Women","DEN","Denmark","W","Gold"
"12540",12657,"Athens",2004,"Handball","Handball","handball","PETERSEN, Klaus-Dieter","Men","GER","Germany","M","Silver"
"12541",12658,"Athens",2004,"Handball","Handball","handball","KOSTYGOV, Alexey","Men","RUS","Russia","M","Bronze"
"12542",12659,"Athens",2004,"Handball","Handball","handball","METLICIC, Petar","Men","CRO","Croatia","M","Gold"
"12543",12660,"Athens",2004,"Handball","Handball","handball","LOSERT, Venio","Men","CRO","Croatia","M","Gold"
"12544",12661,"Athens",2004,"Handball","Handball","handball","SCHMIDT, Rikke","Women","DEN","Denmark","W","Gold"
"12545",12662,"Athens",2004,"Handball","Handball","handball","BROEDSGAARD, Karen","Women","DEN","Denmark","W","Gold"
"12546",12663,"Athens",2004,"Handball","Handball","handball","SPREM, Goran","Men","CRO","Croatia","M","Gold"
"12547",12664,"Athens",2004,"Handball","Handball","handball","ZEITZ, Christian","Men","GER","Germany","M","Silver"
"12548",12665,"Athens",2004,"Handball","Handball","handball","JANSEN, Torsten","Men","GER","Germany","M","Silver"
"12549",12666,"Athens",2004,"Handball","Handball","handball","SPOLJARIC, Denis","Men","CRO","Croatia","M","Gold"
"12550",12667,"Athens",2004,"Handball","Handball","handball","TSYGITSA, Olena","Women","UKR","Ukraine","W","Bronze"
"12551",12668,"Athens",2004,"Handball","Handball","handball","MIKKELSEN, Henriette Roende","Women","DEN","Denmark","W","Gold"
"12552",12669,"Athens",2004,"Handball","Handball","handball","KULESHOV, Oleg","Men","RUS","Russia","M","Bronze"
"12553",12670,"Athens",2004,"Handball","Handball","handball","GOLUZA, Slavko","Men","CRO","Croatia","M","Gold"
"12554",12671,"Athens",2004,"Handball","Handball","handball","YATSENKO, Olena","Women","UKR","Ukraine","W","Bronze"
"12555",12672,"Athens",2004,"Handball","Handball","handball","THOMSEN, Camilla Ingemann","Women","DEN","Denmark","W","Gold"
"12556",12673,"Athens",2004,"Handball","Handball","handball","BAUR, Markus","Men","GER","Germany","M","Silver"
"12557",12674,"Athens",2004,"Handball","Handball","handball","LIM, O Kyeong","Women","KOR","Korea, South","W","Silver"
"12558",12675,"Athens",2004,"Handball","Handball","handball","CHIPURIN, Mikhail","Men","RUS","Russia","M","Bronze"
"12559",12676,"Athens",2004,"Handball","Handball","handball","FRUELUND, Katrine","Women","DEN","Denmark","W","Gold"
"12560",12677,"Athens",2004,"Handball","Handball","handball","JANG, So Hee","Women","KOR","Korea, South","W","Silver"
"12561",12678,"Athens",2004,"Handball","Handball","handball","RAMOTA, Christian","Men","GER","Germany","M","Silver"
"12562",12679,"Athens",2004,"Handball","Handball","handball","BORODINA, Anastasiya","Women","UKR","Ukraine","W","Bronze"
